v_id,lon,lat,typ,voltage,frequency,name,operator,ref,wkt_srid_4326
13,11.3704263094168,48.2914922548393,substation,380000;220000;110000,,Umspannwerk Oberbachern,TenneT TSO GmbH;E.ON Netz GmbH,OBA,SRID=4326;POINT(11.3704263094168 48.2914922548393)
14,11.8132329291411,48.2212664672329,substation,220000;110000,,Umspannwerk Neufinsing,'TenneT TSO GmbH, E.ON Netz GmbH',NFI,SRID=4326;POINT(11.8132329291411 48.2212664672329)
15,11.868156362746,48.206802931481,substation,380000;220000,50,Umspannwerk Ottenhofen,TenneT TSO GmbH,OH,SRID=4326;POINT(11.868156362746 48.206802931481)
16,10.7610404155909,52.3677293936344,substation,380000,50,Umspannwerk Hattorf,EON_Netz,,SRID=4326;POINT(10.7610404155909 52.3677293936344)
17,13.4947634286677,52.5897644694349,substation,380000;110000,50,Umspannwerk Malchow,50Hertz;Stromnetz Berlin,MOW,SRID=4326;POINT(13.4947634286677 52.5897644694349)
18,13.6834769799404,54.1390906728297,substation,380000;220000,,Umspannwerk Lubmin,50Hertz,,SRID=4326;POINT(13.6834769799404 54.1390906728297)
19,11.2939727766244,48.0520427780619,substation,220000;110000,,Umspannwerk Oberbrunn,'TenneT TSO GmbH, E.ON Netz GmbH',OBR,SRID=4326;POINT(11.2939727766244 48.0520427780619)
20,9.98460987842098,53.7411288196703,substation,380000;220000;110000,50,Umspannwerk Hamburg-Nord,50Hertz Transmission,,SRID=4326;POINT(9.98460987842098 53.7411288196703)
21,10.1575057595216,53.5551266364644,substation,380000;110000,50,Umspannwerk Hamburg/Ost,50Hertz Transmission;Stromnetz Hamburg GmbH,,SRID=4326;POINT(10.1575057595216 53.5551266364644)
22,9.20210266340539,53.8951623622383,substation,380000;220000;110000,50,Umspannwerk Kernkraftwerk Brunsbüttel,50Hertz Transmission,,SRID=4326;POINT(9.20210266340539 53.8951623622383)
23,9.98853665499904,53.7662776782512,substation,220000;110000;30000,50,Hamburg Nord,TenneT;Schleswig-Holstein Netz AG,,SRID=4326;POINT(9.98853665499904 53.7662776782512)
24,9.72699275106814,54.2914209859116,substation,220000;110000,50,Audorf,TenneT;Schleswig-Holstein Netz AG,,SRID=4326;POINT(9.72699275106814 54.2914209859116)
25,9.34476101692227,53.9218370813918,substation,380000,50,Umspannwerk Wilster,TenneT,,SRID=4326;POINT(9.34476101692227 53.9218370813918)
26,9.34400181356048,53.8517774981988,substation,380000;220000,,Brokdorf,TenneT,,SRID=4326;POINT(9.34400181356048 53.8517774981988)
27,9.52960514781347,53.618990731832,substation,220000;110000,50,Stade,,,SRID=4326;POINT(9.52960514781347 53.618990731832)
28,9.77654483603303,53.6906352940911,substation,220000;110000,50,Kummerfeld,TenneT,,SRID=4326;POINT(9.77654483603303 53.6906352940911)
29,10.3822011082464,52.9932426669735,substation,380000,50,Stadorf,TenneT,,SRID=4326;POINT(10.3822011082464 52.9932426669735)
30,9.50178971212981,53.5428143880013,substation,380000;220000;110000,50,Dollern,,,SRID=4326;POINT(9.50178971212981 53.5428143880013)
31,9.74615085631454,50.9168400022101,substation,380000;110000,50,Mecklar,EON_Netz,,SRID=4326;POINT(9.74615085631454 50.9168400022101)
32,11.1228546271538,50.9989090757631,substation,380000;220000;110000,50,Umspannwerk Vieselbach,50Hertz Transmission GmbH,,SRID=4326;POINT(11.1228546271538 50.9989090757631)
33,10.3859411718194,51.0018133141165,substation,380000;110000,50,Eisenach,50Hertz,,SRID=4326;POINT(10.3859411718194 51.0018133141165)
34,8.122642304058,53.5605160665145,substation,380000;220000,50,Umspannwerk Maade,TenneT,MAAD,SRID=4326;POINT(8.122642304058 53.5605160665145)
35,8.08565060815886,53.6058342194744,substation,220000;110000,50,Voslapp,TenneT;EON_Netz,VOSL,SRID=4326;POINT(8.08565060815886 53.6058342194744)
36,8.06005701182283,53.6202026205826,substation,220000;155000,50,Inhausen,TenneT,INHA,SRID=4326;POINT(8.06005701182283 53.6202026205826)
37,11.6389126099956,52.2687358982154,substation,380000;220000,,Umspannwerk Wolmirstedt,50Hertz Transmission GmbH,,SRID=4326;POINT(11.6389126099956 52.2687358982154)
38,13.2115276810432,52.5806278358522,substation,380000;110000,50,Teufelsbruch,50Hertz Transmission,,SRID=4326;POINT(13.2115276810432 52.5806278358522)
39,11.727353429381,52.5689470103264,substation,380000;110000,50,Stendal/West,50Hertz Transmission GmbH,StW,SRID=4326;POINT(11.727353429381 52.5689470103264)
40,13.1433929675199,53.9081470154338,substation,380000;110000,50,Siedenbrünzow,50Hertz Transmission GmbH,,SRID=4326;POINT(13.1433929675199 53.9081470154338)
41,11.8531051573669,53.0865440610132,substation,380000;110000,,Umspannwerk Perleberg,50Hertz;EON_Avacon,,SRID=4326;POINT(11.8531051573669 53.0865440610132)
42,12.1869848529515,53.8157751978716,substation,380000;220000,50,Güstrow,50Hertz,,SRID=4326;POINT(12.1869848529515 53.8157751978716)
43,12.4993660253653,52.4052284426773,substation,220000;110000,,Brandenburg-West,50Hertz Transmission GmbH,,SRID=4326;POINT(12.4993660253653 52.4052284426773)
44,13.5061280249068,52.4738227039188,substation,220000;110000,50,Umspannwerk Wuhlheide,50Hertz;Vattenfall Europe AG,,SRID=4326;POINT(13.5061280249068 52.4738227039188)
45,13.3057533352426,52.2307818607751,substation,380000;220000;110000,50,Thyrow,50Hertz Transmission GmbH,,SRID=4326;POINT(13.3057533352426 52.2307818607751)
46,13.5241987812625,52.5356343208068,substation,380000;220000;110000,50,Umspannwerk Marzahn,50Hertz,MZA9,SRID=4326;POINT(13.5241987812625 52.5356343208068)
47,13.4564307414427,52.521451771614,substation,380000;110000,50,Umspannwerk Friedrichshain,Vattenfall Europe AG;50Hertz,,SRID=4326;POINT(13.4564307414427 52.521451771614)
48,13.5370284535837,52.5374809881862,substation,110000,50,Umspannwerk Biesdorf Nord,Stromnetz Berlin,BIN,SRID=4326;POINT(13.5370284535837 52.5374809881862)
49,10.9993330683763,52.2001420103124,substation,380000;110000,,Umspannwerk Helmstedt,TenneT TSO GmbH,,SRID=4326;POINT(10.9993330683763 52.2001420103124)
50,10.9772332757472,52.1694333350195,plant,,,Kraftwerk Buschhaus,E.ON Kraftwerke GmbH,,SRID=4326;POINT(10.9772332757472 52.1694333350195)
51,9.25938384941478,51.0603668957955,substation,380000;110000,50,Umspannwerk Borken,TenneT,,SRID=4326;POINT(9.25938384941478 51.0603668957955)
52,8.31334018942867,49.0090434774209,substation,380000;220000;110000,50,Karlsruhe-Daxlanden,EnBW,,SRID=4326;POINT(8.31334018942867 49.0090434774209)
53,7.75349549403634,48.0993557332288,substation,380000;220000;110000,50,380-kV-Umspannwerk Eichstetten,EnBW,,SRID=4326;POINT(7.75349549403634 48.0993557332288)
54,8.4384675602346,49.2524597535318,plant,,,Kernkraftwerk Philippsburg,EnBW Kernkraft GmbH,,SRID=4326;POINT(8.4384675602346 49.2524597535318)
55,8.51211173756804,49.2939665911691,substation,220000;110000,50,Umspannwerk Altlußheim,Netze BW GmbH;Transnet BW GmbH,,SRID=4326;POINT(8.51211173756804 49.2939665911691)
56,8.62320969485988,49.356582256425,substation,380000;220000,50,Umspannwerk Neurott,EnBW,,SRID=4326;POINT(8.62320969485988 49.356582256425)
57,8.44554253599103,48.9860882032815,substation,220000;110000,50,Umspannwerk Oberwald,,,SRID=4326;POINT(8.44554253599103 48.9860882032815)
58,8.64158407529801,48.8900525292561,substation,220000;110000,50,220 kV-Umspannwerk Birkenfeld,EnBW,,SRID=4326;POINT(8.64158407529801 48.8900525292561)
59,8.56374402466983,53.0317216060084,substation,380000;110000,50,Ganderkesee,TenneT;EON_Netz;EWE,GANK,SRID=4326;POINT(8.56374402466983 53.0317216060084)
60,8.47470705828713,53.4286512121137,substation,380000;220000;110000,50,Unterweser,EON_Netz,UWES,SRID=4326;POINT(8.47470705828713 53.4286512121137)
61,8.51888183670623,53.2026352879915,substation,110000,50,Umspannwerk Farge,Avacon AG,FARG,SRID=4326;POINT(8.51888183670623 53.2026352879915)
62,8.82002488536158,53.1073883123751,substation,220000;110000,50,Umspannwerk Blockland,swb Netze GmbH & Co. KG,,SRID=4326;POINT(8.82002488536158 53.1073883123751)
63,8.12061826655718,48.7053527235337,substation,220000;110000,50,Bühl,EnBW,,SRID=4326;POINT(8.12061826655718 48.7053527235337)
64,11.4407746571386,48.1718035686213,substation,380000;110000,,Hauptumspannwerk Menzing,Stadtwerke München,MZ,SRID=4326;POINT(11.4407746571386 48.1718035686213)
65,13.3264050703954,50.3463722141376,substation,400000;220000,,Hradec,ČEPS,,SRID=4326;POINT(13.3264050703954 50.3463722141376)
66,12.1147699347953,49.6311522364994,substation,380000;110000,,Umspannwerk Etzenricht,Tennet;EON_Netz,ETZ,SRID=4326;POINT(12.1147699347953 49.6311522364994)
67,8.69516076534637,53.0925361336519,substation,380000;110000,50,Niedervieland,Wesernetz,NVLD,SRID=4326;POINT(8.69516076534637 53.0925361336519)
68,8.77244299222179,49.9746686767501,substation,380000;220000;110000,,Umspannwerk Urberach,RWE,,SRID=4326;POINT(8.77244299222179 49.9746686767501)
69,8.41937108566179,49.6337357665925,substation,380000;220000,50,Station Bürstadt,RWE,,SRID=4326;POINT(8.41937108566179 49.6337357665925)
70,8.38855643052221,49.9823050863709,substation,380000;110000,,Umspannstation Bischofsheim,RWE; Kraftwerke Mainz-Wiesbaden,,SRID=4326;POINT(8.38855643052221 49.9823050863709)
71,12.262173544509,51.7410202813412,substation,380000;110000,50,Umspannwerk Marke,50Hertz,,SRID=4326;POINT(12.262173544509 51.7410202813412)
72,11.8942662085419,51.4057031779769,substation,380000;110000,50,Umspannwerk Lauchstädt,50Hertz;enviaM,,SRID=4326;POINT(11.8942662085419 51.4057031779769)
73,13.1570905224719,51.8284516784236,substation,380000,50,Umspannwerk Schönewalde,50Hertz,,SRID=4326;POINT(13.1570905224719 51.8284516784236)
74,13.9024347133056,51.874723530085,substation,380000;110000,50,Umspannwerk Ragow,50Hertz,RAG,SRID=4326;POINT(13.9024347133056 51.874723530085)
75,11.5165549994374,51.5843592162484,substation,380000;110000,50,Umspannwerk Klostermansfeld,50Hertz,,SRID=4326;POINT(11.5165549994374 51.5843592162484)
76,8.70221847039735,51.7363525890089,substation,380000;110000,,Umspannwerk Elsen,TenneT,,SRID=4326;POINT(8.70221847039735 51.7363525890089)
77,8.99279243937742,51.3430094105575,substation,380000;110000,50,Umspannwerk Twistetal,Eon_Netz,,SRID=4326;POINT(8.99279243937742 51.3430094105575)
78,11.6463786860412,50.5348769896165,substation,380000;220000;110000,50,Umspannwerk Remptendorf,50Hertz Transmission GmbH,RDF;RE,SRID=4326;POINT(11.6463786860412 50.5348769896165)
79,14.4719654746961,51.5538127702297,substation,380000;110000,50,Graustein,50Hertz_Transmission;enviaM,GRS,SRID=4326;POINT(14.4719654746961 51.5538127702297)
80,14.5081092115389,51.4137104048148,substation,380000,50,Umspannwerk Bärwalde,50Hertz,,SRID=4326;POINT(14.5081092115389 51.4137104048148)
81,14.4281805295455,51.888864175856,substation,380000;110000,50,Umspannwerk Preilack,50Hertz,PRL,SRID=4326;POINT(14.4281805295455 51.888864175856)
82,8.14191383627294,53.5640011817982,plant,,,Uniper Kraftwerk Wilhelmshaven,EON_Netz,,SRID=4326;POINT(8.14191383627294 53.5640011817982)
83,10.1562825155965,54.2755482828972,substation,220000;110000,50,Kiel-Süd,EON_Netz;TenneT,,SRID=4326;POINT(10.1562825155965 54.2755482828972)
84,10.1773541417844,54.3395212774033,generator,,,Gemeinschaftskraftwerk Kiel,E.ON Kraftwerke GmbH;Stadtwerke Kiel AG,,SRID=4326;POINT(10.1773541417844 54.3395212774033)
85,7.03496796550368,52.2028607768236,substation,380000;220000;110000,,Station Gronau,RWE,,SRID=4326;POINT(7.03496796550368 52.2028607768236)
86,7.30824781629083,52.4767901583642,substation,380000;220000;110000,50,Hanekenfähr,Amprion,,SRID=4326;POINT(7.30824781629083 52.4767901583642)
87,7.06034476225792,51.6964980793073,substation,380000;220000;110000,50,Station Kusenhorst,RWE,,SRID=4326;POINT(7.06034476225792 51.6964980793073)
88,6.67467535942029,51.324957491388,substation,220000;110000,,Station Gellep,RWE,,SRID=4326;POINT(6.67467535942029 51.324957491388)
89,6.72376717933502,51.3556543954881,substation,220000;110000,50,Station Mündelheim,RWE,,SRID=4326;POINT(6.72376717933502 51.3556543954881)
90,7.54571775348996,51.9703244532995,substation,380000;110000,50,Station Roxel,RWE,,SRID=4326;POINT(7.54571775348996 51.9703244532995)
91,7.30460120682915,52.4817909166958,plant,,,Erdgaskraftwerk Emsland,RWE AG,,SRID=4326;POINT(7.30460120682915 52.4817909166958)
92,7.30433880131157,52.4824259961208,substation,380000,,,,,SRID=4326;POINT(7.30433880131157 52.4824259961208)
93,7.27715397426964,52.7532426203196,substation,380000;110000,50,Meppen,TenneT,MEPP,SRID=4326;POINT(7.27715397426964 52.7532426203196)
94,8.30775696202904,52.3456357754793,substation,380000;220000;110000,50,Wehrendorf,Amprion,,SRID=4326;POINT(8.30775696202904 52.3456357754793)
95,7.88957673752775,52.2773967844269,substation,380000;220000;110000,50,Station Westerkappeln,Amprion,,SRID=4326;POINT(7.88957673752775 52.2773967844269)
96,7.31784997667688,52.4691115144199,substation,220000,50,Benteler Stahlwerk,,,SRID=4326;POINT(7.31784997667688 52.4691115144199)
97,13.3352804208787,49.5896898733245,substation,400000;220000;110000,50,Rozvodna Přeštice,ČEPS,,SRID=4326;POINT(13.3352804208787 49.5896898733245)
98,12.2147735094259,54.1003234808405,substation,380000,50,Bentwisch HGÜ,50Hertz Transmission,,SRID=4326;POINT(12.2147735094259 54.1003234808405)
99,6.99647662277982,49.3754093214106,substation,380000;220000;110000,50,Umspannwerk Uchtelfangen,Amprion,,SRID=4326;POINT(6.99647662277982 49.3754093214106)
100,6.4747398132316,49.9224693104147,substation,380000;220000;110000,50,Station Niederstedem,Amprion; Westnetz,,SRID=4326;POINT(6.4747398132316 49.9224693104147)
101,11.6993927384808,53.5722744896829,substation,380000,,Wessin,50Hertz,,SRID=4326;POINT(11.6993927384808 53.5722744896829)
102,11.3706374165175,53.6009910913085,substation,380000;110000,50,Görries,50Hertz;EON_edis,Gös,SRID=4326;POINT(11.3706374165175 53.6009910913085)
103,6.94821096676896,51.4445758936096,substation,380000;110000,,Station Rosenblumendelle,RWE,,SRID=4326;POINT(6.94821096676896 51.4445758936096)
104,6.92675898550662,51.4992056970517,substation,380000;220000,50,Station Büscherhof,RWE,,SRID=4326;POINT(6.92675898550662 51.4992056970517)
105,6.68079563463015,51.6462972769253,substation,380000;220000;110000,,Station Niederrhein,RWE,,SRID=4326;POINT(6.68079563463015 51.6462972769253)
106,7.16721463545721,51.3899067765993,substation,380000;220000;110000,50,Station Hattingen,Amprion,,SRID=4326;POINT(7.16721463545721 51.3899067765993)
107,7.12557294579876,51.4489772806916,substation,380000;220000,50,Station Eiberg,RWE,,SRID=4326;POINT(7.12557294579876 51.4489772806916)
108,6.99606886995841,51.5141696109019,substation,380000;110000,50,Station Karnap,,,SRID=4326;POINT(6.99606886995841 51.5141696109019)
109,7.31318287435069,51.4466114132712,substation,380000,50,Witten,RWE,,SRID=4326;POINT(7.31318287435069 51.4466114132712)
110,7.99288732000281,51.6837077158762,substation,380000,50,Station Uentrop,RWE,,SRID=4326;POINT(7.99288732000281 51.6837077158762)
111,8.62480055555283,51.4278884079658,substation,380000;110000,50,Station Nehden,Amprion,,SRID=4326;POINT(8.62480055555283 51.4278884079658)
112,7.35311188155085,51.5758105365035,substation,380000,50,Station Mengede,RWE,,SRID=4326;POINT(7.35311188155085 51.5758105365035)
113,7.12323886855291,51.5256121997715,substation,380000;110000,50,Station Hüllen,RWE,,SRID=4326;POINT(7.12323886855291 51.5256121997715)
114,8.2117054289867,51.1779850077285,substation,380000;110000,50,Station Arpe,Amprion,,SRID=4326;POINT(8.2117054289867 51.1779850077285)
115,6.57648211320418,51.0555954842661,plant,,,RWE Kraftwerk Frimmersdorf,,,SRID=4326;POINT(6.57648211320418 51.0555954842661)
116,6.77252314401924,51.1471055233119,substation,220000;110000,50,Station Norf,,,SRID=4326;POINT(6.77252314401924 51.1471055233119)
117,6.97257748891579,50.795693016675,substation,380000;220000;110000,,Station Sechtem,RWE,,SRID=4326;POINT(6.97257748891579 50.795693016675)
118,7.13689471769255,50.6428608849405,substation,380000;110000,50,Station Ließem,Amprion,,SRID=4326;POINT(7.13689471769255 50.6428608849405)
119,6.45655251893853,50.8713380734833,substation,380000;110000,50,Station Oberzier,Net,,SRID=4326;POINT(6.45655251893853 50.8713380734833)
120,7.86394571439194,50.7682419302039,substation,380000;220000;110000,50,Station Dauersberg,RWE,,SRID=4326;POINT(7.86394571439194 50.7682419302039)
121,6.32166521557731,50.8383474955825,plant,,,RWE Kraftwerk Weisweiler,RWE,,SRID=4326;POINT(6.32166521557731 50.8383474955825)
122,6.16738172896202,50.8020443318383,substation,380000;110000,50,Station Verlautenheide,Amprion,,SRID=4326;POINT(6.16738172896202 50.8020443318383)
123,6.70219721289106,51.0088597430362,substation,380000;220000,50,Umspannwerk Rommerskirchen,RWE,,SRID=4326;POINT(6.70219721289106 51.0088597430362)
124,6.61240236819431,51.0359242961049,substation,380000;220000;110000,50,KW Neurath,,,SRID=4326;POINT(6.61240236819431 51.0359242961049)
125,6.96568445966487,51.0693295406357,substation,380000;220000;110000,,Station Opladen,RWE,,SRID=4326;POINT(6.96568445966487 51.0693295406357)
126,7.23319688909308,51.2325069074323,substation,380000;110000,50,Station Linde,RWE,,SRID=4326;POINT(7.23319688909308 51.2325069074323)
127,6.30090126366431,50.8289532360211,substation,380000;110000,50,Umspannwerk Weisweiler,,,SRID=4326;POINT(6.30090126366431 50.8289532360211)
129,6.62582903685647,51.2606112581148,substation,220000;110000,50,Station Osterath,RWE,,SRID=4326;POINT(6.62582903685647 51.2606112581148)
130,7.12308198261157,51.1715887959352,substation,380000;110000,50,Station Halfeshof,,,SRID=4326;POINT(7.12308198261157 51.1715887959352)
131,6.80109337218585,51.1225390893163,substation,380000;220000,50,Station Sankt Peter 380 kV,RWE,,SRID=4326;POINT(6.80109337218585 51.1225390893163)
132,7.00877917051357,51.1742549445955,substation,380000;110000,50,Station Ohligs,Amprion,,SRID=4326;POINT(7.00877917051357 51.1742549445955)
133,6.84265069037124,50.8635385173748,substation,380000;110000,,Station Knapsack,Amprion,,SRID=4326;POINT(6.84265069037124 50.8635385173748)
134,6.80461624403732,50.9662477744576,substation,220000;110000,,Station Brauweiler,RWE,,SRID=4326;POINT(6.80461624403732 50.9662477744576)
135,7.71862724482037,51.5342075253387,substation,380000;110000,,Station Unna,Amprion,,SRID=4326;POINT(7.71862724482037 51.5342075253387)
136,7.93077012209125,51.6729710114195,substation,380000,,Geithe,Trianel,,SRID=4326;POINT(7.93077012209125 51.6729710114195)
137,6.22183149094702,51.6946456455863,substation,220000;110000,,Station Pfalzdorf,RWE,,SRID=4326;POINT(6.22183149094702 51.6946456455863)
138,7.00674991840299,51.5999114356605,plant,,,Kraftwerk Scholven,,,SRID=4326;POINT(7.00674991840299 51.5999114356605)
139,7.03761992937395,51.5985496345954,substation,220000;110000,,Station Bergmannsglück,RWE,,SRID=4326;POINT(7.03761992937395 51.5985496345954)
140,7.26408347971959,51.5735734400302,substation,220000;110000,50,Station Pöppinghausen,Amprion,,SRID=4326;POINT(7.26408347971959 51.5735734400302)
141,7.27894732573719,51.4722814207425,substation,220000;110000,50,Station Laer,Amprion,,SRID=4326;POINT(7.27894732573719 51.4722814207425)
142,7.18667757416348,51.5505890861964,plant,,,Kraftwerk Herne Baukau,Evonik Industries AG,,SRID=4326;POINT(7.18667757416348 51.5505890861964)
143,7.35135789785079,51.5683686345539,plant,,,Kraftwerk Knepper,E.On Kraftwerke GmbH,,SRID=4326;POINT(7.35135789785079 51.5683686345539)
144,7.17937918293452,51.4722019618656,substation,220000;110000,,Station Bochum,Amprion,,SRID=4326;POINT(7.17937918293452 51.4722019618656)
145,6.93488872133436,51.033522366054,substation,220000;110000,50,UW Fühlingen,RheinEnergie,,SRID=4326;POINT(6.93488872133436 51.033522366054)
146,6.82804663323414,51.1626523772377,substation,220000;110000,50,Station Reisholz,,,SRID=4326;POINT(6.82804663323414 51.1626523772377)
147,7.50597986222128,51.4016012425797,substation,220000;110000,,Umspannwerk Garenfeld,markE,,SRID=4326;POINT(7.50597986222128 51.4016012425797)
148,6.84699935555237,51.2055917675691,substation,220000;110000,50,Station Eller,RWE;Stadtwerke Düsseldorf,,SRID=4326;POINT(6.84699935555237 51.2055917675691)
149,7.19316581458292,50.7983350844101,substation,220000;110000,,Station Siegburg,RWE,,SRID=4326;POINT(7.19316581458292 50.7983350844101)
150,7.04738454562441,50.9055286430507,substation,220000;110000,50,Station Gremberghoven,RWE,,SRID=4326;POINT(7.04738454562441 50.9055286430507)
151,6.7097559453279,51.0909324851035,substation,220000;110000,,Station Gohrpunkt,Amprion,,SRID=4326;POINT(6.7097559453279 51.0909324851035)
153,6.33000626218352,51.2429166388389,substation,380000;220000;110000,50,Station Dülken,RWE,,SRID=4326;POINT(6.33000626218352 51.2429166388389)
154,7.0235445515269,50.9990684211965,substation,220000,50,Station Dünnwald,,,SRID=4326;POINT(7.0235445515269 50.9990684211965)
155,7.72438409063489,51.4093341491518,substation,220000;110000,50,Umspannwerk Bixterheide,Amprion,,SRID=4326;POINT(7.72438409063489 51.4093341491518)
156,6.84223119628968,50.8598647273121,substation,380000;220000,,Kraftwerkschaltanlage Knapsack 1,,,SRID=4326;POINT(6.84223119628968 50.8598647273121)
157,8.36422958832611,51.9271205112378,substation,380000;220000;110000;10000,50,Umspannwerk Blankenhagen,Amprion,,SRID=4326;POINT(8.36422958832611 51.9271205112378)
158,6.48812326066423,50.8810703279012,substation,380000,50,Station Hambach,RWE,,SRID=4326;POINT(6.48812326066423 50.8810703279012)
159,8.05408740677995,53.332302708936,substation,380000;220000;110000,50,Conneforde,TenneT,CONN,SRID=4326;POINT(8.05408740677995 53.332302708936)
160,8.47791063608626,53.428485495717,substation,380000;220000,50,Kernkraftwerk Unterweser,EON_Netz,,SRID=4326;POINT(8.47791063608626 53.428485495717)
161,8.05283756803222,53.3338809660191,substation,220000;110000,50,Conneforde 110/220 kV,TenneT;EON_Netz,CONN,SRID=4326;POINT(8.05283756803222 53.3338809660191)
162,6.85153261718464,50.9841665158571,substation,220000;110000,50,Bocklemünd,,,SRID=4326;POINT(6.85153261718464 50.9841665158571)
163,6.59601984709512,50.9525274662191,substation,380000;110000,50,Station Paffendorf,Amprion,,SRID=4326;POINT(6.59601984709512 50.9525274662191)
164,7.33861261905923,51.6319781599433,substation,380000;110000,50;16.7,Schaltanlage Datteln 4,E.ON,,SRID=4326;POINT(7.33861261905923 51.6319781599433)
165,7.7083185190139,51.6762033258373,substation,380000;220000;110000,50,Station Gersteinwerk,Amprion,,SRID=4326;POINT(7.7083185190139 51.6762033258373)
166,7.61702105012869,51.6371337810622,plant,,,Kraftwerk Bergkamen,RWE; evonik,,SRID=4326;POINT(7.61702105012869 51.6371337810622)
167,7.52228012599778,51.5321980611413,substation,220000;110000,50,Station Wambel,Ampirion,,SRID=4326;POINT(7.52228012599778 51.5321980611413)
168,6.90660784108641,51.5652424548867,substation,380000;110000,50,Station Nordlicht,RWE; ELE,,SRID=4326;POINT(6.90660784108641 51.5652424548867)
169,6.96734395630657,51.490861901735,substation,220000,50,LMG,,,SRID=4326;POINT(6.96734395630657 51.490861901735)
170,6.87287367577891,51.4457833914382,substation,220000;110000,50,Styrum,,,SRID=4326;POINT(6.87287367577891 51.4457833914382)
171,6.86804500654219,51.374474803487,substation,220000;110000,,Station Selbeck,RWE,,SRID=4326;POINT(6.86804500654219 51.374474803487)
172,6.78752992543912,51.5055494229858,substation,220000;110000,50,Station Hamborn,Amprion,,SRID=4326;POINT(6.78752992543912 51.5055494229858)
173,6.62284324444971,51.2587133994989,substation,380000,50,Station Osterath,RWE,,SRID=4326;POINT(6.62284324444971 51.2587133994989)
174,6.81216589807283,51.5196200390464,substation,220000;110000,50,Station Handbach,Amprion,,SRID=4326;POINT(6.81216589807283 51.5196200390464)
175,6.72031004220211,51.391532581128,substation,220000,,Station Rheinhausen,Amprion,,SRID=4326;POINT(6.72031004220211 51.391532581128)
176,6.54240843928532,51.2994458346854,substation,220000;110000,50,Station Edelstahl Krefeld,,,SRID=4326;POINT(6.54240843928532 51.2994458346854)
177,13.078642146735,54.2848461827889,substation,220000;110000,,Umspannwerk Lüdershagen,50Hertz Transmission GmbH;E.ON edis AG,Lhg,SRID=4326;POINT(13.078642146735 54.2848461827889)
178,8.02029038221744,50.9236169231237,substation,220000,50,Setzer Wiese,RWE,,SRID=4326;POINT(8.02029038221744 50.9236169231237)
179,13.9570055873006,53.2521716356786,substation,380000;220000,,Bertikow,50Hertz Transmission GmbH,,SRID=4326;POINT(13.9570055873006 53.2521716356786)
180,14.2708346906575,53.0962865828729,substation,220000;110000,50,Vierraden,50Hertz Transmission GmbH,,SRID=4326;POINT(14.2708346906575 53.0962865828729)
181,14.0336963902155,53.507868594058,substation,220000;110000,,Pasewalk,50Hertz Transmission GmbH;E.ON edis AG,,SRID=4326;POINT(14.0336963902155 53.507868594058)
182,14.4762521312891,53.1967495435604,substation,400000;220000,,Stacja elektroenergetyczna "Krajnik" 400/220 kV,PSE Operator,KRA,SRID=4326;POINT(14.4762521312891 53.1967495435604)
183,9.90884756824768,53.4880466468098,substation,380000;110000,50,Umspannwerk Hamburg/Süd,50Hertz Transmission;Stromnetz Hamburg GmbH,,SRID=4326;POINT(9.90884756824768 53.4880466468098)
184,6.61738115554636,51.4757909650564,substation,380000;220000;110000,50,Station Utfort,Amprion,,SRID=4326;POINT(6.61738115554636 51.4757909650564)
